store_id,date,local_crime_index,local_unemployment_rate,weather_summary,is_holiday
2,2025-04-09,39,7.6,cloudy,False
2,2025-04-10,42,6.97,rain,False
2,2025-04-11,32,7.68,clear,False
2,2025-04-12,42,6.95,clear,False
2,2025-04-13,38,7.12,cloudy,False
2,2025-04-14,38,7.22,clear,False
2,2025-04-15,40,7.07,snow,False
2,2025-04-16,31,6.8,clear,False
2,2025-04-17,22,7.3,storm,False
2,2025-04-18,23,7.2,clear,False
2,2025-04-19,26,7.03,cloudy,False
2,2025-04-20,40,6.96,snow,False
2,2025-04-21,48,7.23,snow,False
2,2025-04-22,30,7.46,clear,False
2,2025-04-23,41,6.45,clear,False
2,2025-04-24,38,7.0,rain,False
2,2025-04-25,37,7.21,storm,False
2,2025-04-26,18,7.43,cloudy,False
2,2025-04-27,28,7.35,cloudy,False
2,2025-04-28,49,7.54,clear,False
2,2025-04-29,23,7.3,cloudy,False
2,2025-04-30,37,7.4,cloudy,False
2,2025-05-01,44,7.13,clear,False
3,2024-11-01,83,4.03,rain,False
3,2024-11-02,77,4.15,clear,False
3,2024-11-03,80,4.81,clear,False
3,2024-11-04,60,4.09,rain,False
3,2024-11-05,64,4.08,clear,False
3,2024-11-06,63,4.27,clear,False
3,2024-11-07,70,3.96,clear,False
3,2024-11-08,72,4.3,clear,False
3,2024-11-09,73,4.55,snow,False
3,2024-11-10,84,4.27,cloudy,False
3,2024-11-11,64,4.31,clear,False
3,2024-11-12,66,4.26,clear,False
3,2024-11-13,85,4.18,cloudy,False
3,2024-11-14,63,4.46,clear,False
3,2024-11-15,81,4.45,snow,False
3,2024-11-16,74,3.82,cloudy,False
3,2024-11-17,76,3.94,clear,False
3,2024-11-18,78,4.21,clear,False
3,2024-11-19,72,3.64,clear,False
3,2024-11-20,77,4.31,clear,False
3,2024-11-21,88,4.24,cloudy,False
3,2024-11-22,84,4.34,snow,False
3,2024-11-23,69,3.96,clear,False
3,2024-11-24,85,4.59,clear,False
3,2024-11-25,79,4.25,rain,False
3,2024-11-26,77,4.61,rain,False
3,2024-11-27,86,4.16,rain,False
3,2024-11-28,80,3.57,rain,True
3,2024-11-29,71,3.98,clear,False
3,2024-11-30,73,4.51,clear,False
3,2024-12-01,75,4.44,clear,False
3,2024-12-02,79,4.53,snow,False
3,2024-12-03,69,4.02,storm,False
3,2024-12-04,72,4.41,cloudy,False
3,2024-12-05,85,4.3,clear,False
3,2024-12-06,82,4.05,rain,False
3,2024-12-07,75,4.61,cloudy,False
3,2024-12-08,72,4.92,cloudy,False
3,2024-12-09,72,4.07,storm,False
3,2024-12-10,75,4.81,snow,False
3,2024-12-11,69,4.59,clear,False
3,2024-12-12,69,4.83,cloudy,False
3,2024-12-13,72,4.53,clear,False
3,2024-12-14,66,4.02,cloudy,False
3,2024-12-15,61,4.1,snow,False
3,2024-12-16,79,4.16,clear,False
3,2024-12-17,54,4.28,snow,False
3,2024-12-18,72,4.17,cloudy,False
3,2024-12-19,91,4.33,snow,False
3,2024-12-20,74,4.22,cloudy,False
3,2024-12-21,74,4.64,clear,False
3,2024-12-22,79,4.6,clear,False
3,2024-12-23,65,4.08,cloudy,False
3,2024-12-24,80,4.83,clear,False
3,2024-12-25,64,3.95,storm,True
3,2024-12-26,76,3.72,cloudy,False
3,2024-12-27,82,4.0,rain,False
3,2024-12-28,67,4.46,rain,False
3,2024-12-29,73,5.12,cloudy,False
3,2024-12-30,78,4.24,snow,False
3,2024-12-31,79,4.4,clear,True
3,2025-01-01,70,3.54,clear,True
3,2025-01-02,94,4.39,clear,False
3,2025-01-03,67,4.45,cloudy,False
3,2025-01-04,63,4.24,clear,False
3,2025-01-05,80,4.07,clear,False
3,2025-01-06,67,4.14,clear,False
3,2025-01-07,73,3.68,clear,False
3,2025-01-08,66,4.73,clear,False
3,2025-01-09,77,4.65,snow,False
3,2025-01-10,83,4.62,rain,False
3,2025-01-11,84,4.36,clear,False
3,2025-01-12,79,5.04,snow,False
3,2025-01-13,80,4.19,snow,False
3,2025-01-14,73,4.51,cloudy,False
3,2025-01-15,75,4.48,snow,False
3,2025-01-16,60,4.47,snow,False
3,2025-01-17,90,4.02,clear,False
3,2025-01-18,65,4.16,rain,False
3,2025-01-19,70,4.27,clear,False
3,2025-01-20,77,4.55,cloudy,False
3,2025-01-21,63,4.39,clear,False
3,2025-01-22,78,4.49,snow,False
3,2025-01-23,89,4.47,rain,False
3,2025-01-24,63,4.42,snow,False
3,2025-01-25,82,4.24,clear,False
3,2025-01-26,74,4.09,storm,False
3,2025-01-27,77,4.48,clear,False
3,2025-01-28,74,4.1,clear,False
3,2025-01-29,85,4.58,cloudy,False
3,2025-01-30,69,3.94,cloudy,False
3,2025-01-31,63,4.19,cloudy,False
3,2025-02-01,73,4.54,clear,False
3,2025-02-02,74,4.58,cloudy,False
3,2025-02-03,78,4.16,clear,False
3,2025-02-04,70,4.49,clear,False
3,2025-02-05,66,4.21,clear,False
3,2025-02-06,78,4.7,cloudy,False
3,2025-02-07,70,4.43,snow,False
3,2025-02-08,72,4.09,rain,False
3,2025-02-09,87,4.21,storm,False
3,2025-02-10,90,4.34,cloudy,False
3,2025-02-11,50,4.31,rain,False
3,2025-02-12,56,3.92,rain,False
3,2025-02-13,76,4.62,cloudy,False
3,2025-02-14,84,4.73,rain,False
3,2025-02-15,72,4.1,cloudy,False
3,2025-02-16,79,3.81,cloudy,False
3,2025-02-17,69,4.87,snow,False
3,2025-02-18,72,4.48,clear,False
3,2025-02-19,80,4.73,clear,False
3,2025-02-20,85,4.45,clear,False
3,2025-02-21,73,4.54,clear,False
3,2025-02-22,56,4.95,clear,False
3,2025-02-23,78,4.38,cloudy,False
3,2025-02-24,84,4.2,clear,False
3,2025-02-25,76,3.95,snow,False
3,2025-02-26,76,4.18,cloudy,False
3,2025-02-27,63,4.25,clear,False
3,2025-02-28,84,4.65,storm,False
3,2025-03-01,69,4.57,clear,False
3,2025-03-02,55,4.52,cloudy,False
3,2025-03-03,83,4.27,clear,False
3,2025-03-04,77,4.7,cloudy,False
3,2025-03-05,93,4.15,cloudy,False
3,2025-03-06,70,4.41,clear,False
3,2025-03-07,69,4.47,cloudy,False
3,2025-03-08,79,4.42,rain,False
3,2025-03-09,71,4.32,clear,False
3,2025-03-10,74,4.17,clear,False
3,2025-03-11,81,4.72,rain,False
3,2025-03-12,79,4.19,clear,False
3,2025-03-13,80,4.37,cloudy,False
3,2025-03-14,73,4.15,clear,False
3,2025-03-15,57,4.54,rain,False
3,2025-03-16,73,4.41,cloudy,False
3,2025-03-17,80,4.1,clear,False
3,2025-03-18,69,3.92,rain,False
3,2025-03-19,64,4.19,cloudy,False
3,2025-03-20,82,4.32,snow,False
3,2025-03-21,81,4.28,clear,False
3,2025-03-22,71,4.5,clear,False
3,2025-03-23,78,4.4,snow,False
3,2025-03-24,60,4.24,rain,False
3,2025-03-25,85,4.1,rain,False
3,2025-03-26,71,4.52,clear,False
3,2025-03-27,69,4.09,clear,False
3,2025-03-28,83,4.37,storm,False
3,2025-03-29,84,4.26,clear,False
3,2025-03-30,62,4.25,clear,False
3,2025-03-31,67,3.88,rain,False
3,2025-04-01,75,4.37,cloudy,False
3,2025-04-02,78,4.24,clear,False
3,2025-04-03,56,3.63,clear,False
3,2025-04-04,75,4.12,clear,False
3,2025-04-05,71,4.62,cloudy,False
3,2025-04-06,57,4.63,cloudy,False
3,2025-04-07,84,4.43,clear,False
3,2025-04-08,71,4.15,clear,False
3,2025-04-09,90,3.82,rain,False
3,2025-04-10,70,4.86,clear,False
3,2025-04-11,64,4.49,clear,False
3,2025-04-12,76,4.45,clear,False
3,2025-04-13,83,4.6,clear,False
3,2025-04-14,69,4.37,snow,False
3,2025-04-15,67,4.67,cloudy,False
3,2025-04-16,75,4.17,cloudy,False
3,2025-04-17,76,4.09,clear,False
3,2025-04-18,83,4.29,clear,False
3,2025-04-19,84,4.35,rain,False
3,2025-04-20,78,4.1,clear,False
3,2025-04-21,79,4.21,clear,False
3,2025-04-22,68,3.43,snow,False
3,2025-04-23,84,4.25,snow,False
3,2025-04-24,60,4.56,rain,False
3,2025-04-25,76,4.5,clear,False
3,2025-04-26,74,4.19,rain,False
3,2025-04-27,82,4.67,clear,False
3,2025-04-28,70,3.9,cloudy,False
3,2025-04-29,78,4.34,rain,False
3,2025-04-30,70,4.03,clear,False
3,2025-05-01,77,3.84,clear,False
4,2024-11-01,20,3.33,clear,False
4,2024-11-02,25,3.31,rain,False
4,2024-11-03,49,2.98,storm,False
4,2024-11-04,35,2.81,rain,False
4,2024-11-05,32,3.35,clear,False
4,2024-11-06,37,2.91,cloudy,False
4,2024-11-07,33,3.16,clear,False
4,2024-11-08,47,3.3,clear,False
4,2024-11-09,21,3.58,clear,False
4,2024-11-10,31,3.52,clear,False
4,2024-11-11,36,2.69,snow,False
4,2024-11-12,37,3.41,rain,False
4,2024-11-13,34,3.21,cloudy,False
4,2024-11-14,33,3.51,rain,False
4,2024-11-15,30,3.31,clear,False
4,2024-11-16,38,2.44,clear,False
4,2024-11-17,39,3.38,clear,False
4,2024-11-18,30,3.21,clear,False
4,2024-11-19,25,3.42,clear,False
4,2024-11-20,40,3.4,rain,False
4,2024-11-21,29,3.23,rain,False
4,2024-11-22,34,3.5,cloudy,False
4,2024-11-23,45,3.08,storm,False
4,2024-11-24,37,3.11,rain,False
4,2024-11-25,39,3.01,cloudy,False
4,2024-11-26,31,3.37,clear,False
4,2024-11-27,40,3.21,storm,False
4,2024-11-28,24,2.62,cloudy,True
4,2024-11-29,37,3.01,cloudy,False
4,2024-11-30,29,3.53,clear,False
4,2024-12-01,40,3.53,storm,False
4,2024-12-02,25,2.69,clear,False
4,2024-12-03,24,3.37,cloudy,False
4,2024-12-04,20,2.78,clear,False
4,2024-12-05,29,3.98,storm,False
4,2024-12-06,40,3.62,cloudy,False
4,2024-12-07,36,3.11,snow,False
4,2024-12-08,17,3.51,clear,False
4,2024-12-09,39,2.85,cloudy,False
4,2024-12-10,34,3.35,clear,False
4,2024-12-11,34,3.74,cloudy,False
4,2024-12-12,26,3.33,clear,False
4,2024-12-13,30,2.83,snow,False
4,2024-12-14,26,4.04,clear,False
4,2024-12-15,17,3.0,cloudy,False
4,2024-12-16,29,3.12,clear,False
4,2024-12-17,23,3.19,clear,False
4,2024-12-18,27,3.33,snow,False
4,2024-12-19,40,2.93,clear,False
4,2024-12-20,27,3.6,cloudy,False
4,2024-12-21,42,3.36,snow,False
4,2024-12-22,24,3.39,storm,False
4,2024-12-23,29,2.59,clear,False
4,2024-12-24,45,3.79,clear,False
4,2024-12-25,30,2.96,clear,True
4,2024-12-26,13,3.58,clear,False
4,2024-12-27,44,3.1,snow,False
4,2024-12-28,43,3.37,clear,False
4,2024-12-29,33,3.6,clear,False
4,2024-12-30,48,3.17,rain,False
4,2024-12-31,24,3.35,cloudy,True
4,2025-01-01,43,3.0,rain,True
4,2025-01-02,41,3.52,clear,False
4,2025-01-03,30,3.26,snow,False
4,2025-01-04,33,3.43,clear,False
4,2025-01-05,25,3.05,clear,False
4,2025-01-06,36,3.31,clear,False
4,2025-01-07,46,2.92,cloudy,False
4,2025-01-08,44,2.83,cloudy,False
4,2025-01-09,39,3.1,cloudy,False
4,2025-01-10,32,3.34,clear,False
4,2025-01-11,32,2.83,cloudy,False
4,2025-01-12,21,3.17,snow,False
4,2025-01-13,31,3.38,cloudy,False
4,2025-01-14,21,3.1,cloudy,False
4,2025-01-15,29,3.01,cloudy,False
4,2025-01-16,35,2.89,clear,False
4,2025-01-17,43,3.53,clear,False
4,2025-01-18,43,3.29,clear,False
4,2025-01-19,41,3.03,clear,False
4,2025-01-20,50,3.96,clear,False
4,2025-01-21,42,3.1,storm,False
4,2025-01-22,54,2.99,clear,False
4,2025-01-23,37,3.18,cloudy,False
4,2025-01-24,40,2.93,rain,False
4,2025-01-25,34,2.9,rain,False
4,2025-01-26,33,3.19,rain,False
4,2025-01-27,46,3.12,clear,False
4,2025-01-28,42,3.29,snow,False
4,2025-01-29,38,3.46,snow,False
4,2025-01-30,34,3.08,cloudy,False
4,2025-01-31,24,3.05,cloudy,False
4,2025-02-01,42,3.52,storm,False
4,2025-02-02,36,2.93,rain,False
4,2025-02-03,32,3.68,cloudy,False
4,2025-02-04,34,3.17,clear,False
4,2025-02-05,45,3.24,clear,False
4,2025-02-06,30,3.74,clear,False
4,2025-02-07,35,3.19,storm,False
4,2025-02-08,17,3.59,clear,False
4,2025-02-09,29,3.53,clear,False
4,2025-02-10,33,3.41,clear,False
4,2025-02-11,33,3.27,clear,False
4,2025-02-12,36,2.77,clear,False
4,2025-02-13,32,3.48,cloudy,False
4,2025-02-14,44,3.12,cloudy,False
4,2025-02-15,25,3.54,rain,False
4,2025-02-16,29,3.37,storm,False
4,2025-02-17,40,3.59,cloudy,False
4,2025-02-18,35,3.14,cloudy,False
4,2025-02-19,24,3.25,rain,False
4,2025-02-20,22,3.2,clear,False
4,2025-02-21,35,3.33,storm,False
4,2025-02-22,19,3.09,cloudy,False
4,2025-02-23,38,2.84,rain,False
4,2025-02-24,32,3.58,clear,False
4,2025-02-25,36,3.19,clear,False
4,2025-02-26,46,3.32,clear,False
4,2025-02-27,38,2.8,cloudy,False
4,2025-02-28,33,3.17,cloudy,False
4,2025-03-01,42,2.74,clear,False
4,2025-03-02,56,3.54,cloudy,False
4,2025-03-03,42,3.29,clear,False
4,2025-03-04,37,3.27,clear,False
4,2025-03-05,33,3.39,clear,False
4,2025-03-06,33,3.46,cloudy,False
4,2025-03-07,16,2.6,rain,False
4,2025-03-08,46,3.38,clear,False
4,2025-03-09,32,3.12,snow,False
4,2025-03-10,43,3.55,cloudy,False
4,2025-03-11,30,3.54,clear,False
4,2025-03-12,29,3.63,cloudy,False
4,2025-03-13,36,2.91,clear,False
4,2025-03-14,34,3.25,clear,False
