adjustment_id,store_id,sku_id,adjustment_timestamp,adjustment_quantity,reason_code,approved_by_employee_id
202,1,51,2025-02-27 00:00:00,-1,employee_meal,10001
203,1,7,2025-01-25 00:00:00,-6,transfer_out,10001
204,1,87,2025-05-01 00:00:00,-2,damage,10001
205,1,166,2025-01-26 00:00:00,-1,expiry,10001
206,1,192,2025-03-24 00:00:00,-1,other,10001
207,1,187,2025-02-04 00:00:00,-2,transfer_out,10001
208,1,43,2025-02-20 00:00:00,-1,transfer_out,10001
209,1,158,2024-11-30 00:00:00,-2,expiry,10001
210,1,154,2025-03-09 00:00:00,-2,expiry,10001
211,1,81,2025-03-01 00:00:00,-1,damage,10001
212,1,113,2025-03-10 00:00:00,-1,expiry,10001
213,1,112,2025-02-17 00:00:00,-1,expiry,10001
214,1,34,2025-03-05 00:00:00,-1,transfer_out,10001
215,1,79,2024-11-12 00:00:00,-1,employee_meal,10001
216,1,61,2025-03-11 00:00:00,-6,transfer_out,10001
217,1,54,2025-01-30 00:00:00,-2,expiry,10001
218,1,93,2024-12-03 00:00:00,-1,expiry,10001
219,1,189,2025-03-19 00:00:00,-3,expiry,10001
220,1,13,2024-12-28 00:00:00,-1,damage,10001
221,1,137,2024-11-09 00:00:00,-1,transfer_out,10001
222,1,146,2025-03-25 00:00:00,-1,transfer_out,10001
223,1,18,2024-12-24 00:00:00,-6,other,10001
224,1,188,2024-11-28 00:00:00,-1,transfer_out,10001
225,1,200,2025-02-09 00:00:00,-3,transfer_out,10001
226,1,164,2025-02-07 00:00:00,-1,other,10001
227,1,130,2025-02-11 00:00:00,-2,expiry,10001
228,1,163,2025-04-07 00:00:00,-1,damage,10001
229,1,106,2024-11-06 00:00:00,-1,damage,10001
230,1,106,2025-02-03 00:00:00,-2,damage,10001
231,1,49,2024-11-26 00:00:00,-2,expiry,10001
232,1,176,2025-02-23 00:00:00,-1,expiry,10001
233,1,176,2025-02-21 00:00:00,-6,damage,10001
234,1,156,2025-01-23 00:00:00,-1,transfer_out,10001
235,1,17,2024-11-06 00:00:00,-2,employee_meal,10001
236,1,96,2025-03-15 00:00:00,-2,expiry,10001
237,1,89,2025-01-24 00:00:00,-2,damage,10001
238,1,75,2025-02-09 00:00:00,-1,other,10001
239,1,86,2024-11-24 00:00:00,-1,damage,10001
240,1,183,2025-04-12 00:00:00,-1,damage,10001
241,1,114,2024-11-01 00:00:00,-1,employee_meal,10001
242,1,51,2025-03-16 00:00:00,-2,other,10001
243,1,35,2024-11-11 00:00:00,-1,expiry,10001
244,1,38,2025-02-25 00:00:00,-2,employee_meal,10001
245,1,91,2025-01-20 00:00:00,-3,expiry,10001
246,1,140,2025-04-11 00:00:00,-1,expiry,10001
247,1,148,2025-03-23 00:00:00,-2,damage,10001
248,1,70,2025-02-27 00:00:00,-2,damage,10001
249,1,196,2025-02-19 00:00:00,-1,expiry,10001
250,1,48,2024-12-21 00:00:00,-1,expiry,10001
251,1,151,2025-04-29 00:00:00,-1,expiry,10001
252,1,10,2025-02-17 00:00:00,-3,expiry,10001
253,1,43,2024-12-30 00:00:00,-1,expiry,10001
254,1,107,2024-11-11 00:00:00,-1,expiry,10001
255,1,153,2024-11-14 00:00:00,-1,expiry,10001
256,1,186,2025-01-20 00:00:00,-1,damage,10001
257,1,194,2025-04-11 00:00:00,-1,expiry,10001
258,1,132,2025-04-24 00:00:00,-2,damage,10001
259,1,153,2025-02-19 00:00:00,-1,damage,10001
260,1,119,2025-04-08 00:00:00,-1,damage,10001
261,1,68,2024-12-02 00:00:00,-3,employee_meal,10001
262,1,150,2025-03-12 00:00:00,-2,employee_meal,10001
263,1,151,2024-12-05 00:00:00,-2,damage,10001
264,1,161,2024-11-01 00:00:00,-3,transfer_out,10001
265,1,142,2025-02-07 00:00:00,-1,other,10001
266,1,43,2024-12-19 00:00:00,-1,expiry,10001
267,1,49,2025-03-10 00:00:00,-1,expiry,10001
268,1,137,2025-03-29 00:00:00,-2,other,10001
269,1,147,2025-03-04 00:00:00,-2,expiry,10001
270,1,68,2024-11-14 00:00:00,-1,expiry,10001
271,1,19,2025-04-21 00:00:00,-1,damage,10001
272,1,77,2024-11-29 00:00:00,-3,expiry,10001
273,1,26,2025-03-04 00:00:00,-2,employee_meal,10001
274,1,164,2025-01-07 00:00:00,-1,expiry,10001
275,1,152,2025-03-23 00:00:00,-1,expiry,10001
276,1,123,2025-01-21 00:00:00,-6,expiry,10001
277,1,199,2024-11-17 00:00:00,-2,damage,10001
278,1,106,2025-02-07 00:00:00,-3,damage,10001
279,1,145,2025-03-15 00:00:00,-1,damage,10001
280,1,193,2025-03-24 00:00:00,-2,damage,10001
281,1,135,2025-04-11 00:00:00,-1,transfer_out,10001
282,1,102,2024-12-27 00:00:00,-1,damage,10001
283,1,86,2025-01-11 00:00:00,-1,expiry,10001
284,1,174,2025-02-24 00:00:00,-1,expiry,10001
285,1,185,2025-01-29 00:00:00,-1,damage,10001
286,1,125,2025-04-16 00:00:00,-3,damage,10001
287,1,14,2025-02-11 00:00:00,-1,damage,10001
288,1,39,2025-02-12 00:00:00,-1,damage,10001
289,1,38,2024-11-22 00:00:00,-1,expiry,10001
290,1,160,2025-03-09 00:00:00,-1,transfer_out,10001
291,1,67,2024-12-11 00:00:00,-2,damage,10001
292,1,154,2025-05-01 00:00:00,-1,expiry,10001
293,1,18,2025-02-13 00:00:00,-1,expiry,10001
294,1,200,2024-12-21 00:00:00,-3,other,10001
295,1,115,2025-01-08 00:00:00,-2,expiry,10001
296,1,130,2025-01-11 00:00:00,-3,damage,10001
297,1,153,2025-02-09 00:00:00,-1,expiry,10001
298,1,89,2025-02-27 00:00:00,-1,expiry,10001
299,1,41,2025-02-23 00:00:00,-1,employee_meal,10001
300,1,130,2025-03-06 00:00:00,-1,damage,10001
301,1,186,2024-12-23 00:00:00,-1,expiry,10001
302,1,20,2024-12-24 00:00:00,-1,employee_meal,10001
303,1,68,2025-03-10 00:00:00,-1,employee_meal,10001
304,1,12,2024-11-21 00:00:00,-2,damage,10001
305,1,110,2025-01-24 00:00:00,-1,employee_meal,10001
306,1,124,2025-03-03 00:00:00,-3,expiry,10001
307,1,124,2024-12-08 00:00:00,-1,employee_meal,10001
308,1,1,2024-12-19 00:00:00,-2,expiry,10001
309,1,98,2025-04-02 00:00:00,-2,damage,10001
310,1,164,2025-02-24 00:00:00,-2,expiry,10001
311,1,76,2025-04-05 00:00:00,-1,damage,10001
312,1,149,2025-03-20 00:00:00,-2,other,10001
313,1,47,2025-03-04 00:00:00,-1,expiry,10001
314,1,138,2025-04-22 00:00:00,-2,damage,10001
315,1,60,2025-03-18 00:00:00,-1,employee_meal,10001
316,1,99,2024-11-29 00:00:00,-3,employee_meal,10001
317,1,198,2025-01-02 00:00:00,-1,transfer_out,10001
318,1,175,2024-11-23 00:00:00,-2,transfer_out,10001
319,1,36,2025-04-23 00:00:00,-1,damage,10001
320,1,84,2025-03-15 00:00:00,-1,other,10001
321,1,174,2025-01-05 00:00:00,-2,expiry,10001
322,1,158,2025-04-16 00:00:00,-1,expiry,10001
323,1,90,2025-01-05 00:00:00,-1,damage,10001
324,1,49,2024-12-22 00:00:00,-2,transfer_out,10001
325,1,55,2025-04-01 00:00:00,-2,transfer_out,10001
326,1,178,2025-04-27 00:00:00,-3,expiry,10001
327,1,171,2024-11-05 00:00:00,-1,employee_meal,10001
328,1,187,2025-02-19 00:00:00,-2,damage,10001
329,1,166,2025-04-01 00:00:00,-3,damage,10001
330,1,26,2024-12-10 00:00:00,-2,expiry,10001
331,1,46,2025-02-05 00:00:00,-2,damage,10001
332,1,195,2025-03-23 00:00:00,-1,damage,10001
333,1,167,2025-02-23 00:00:00,-3,other,10001
334,1,92,2024-12-20 00:00:00,-1,other,10001
335,1,171,2025-02-15 00:00:00,-1,expiry,10001
336,1,94,2024-11-15 00:00:00,-3,damage,10001
337,1,106,2025-05-01 00:00:00,-2,damage,10001
338,1,37,2024-12-17 00:00:00,-2,damage,10001
339,1,101,2024-12-31 00:00:00,-2,damage,10001
340,1,72,2024-11-25 00:00:00,-2,damage,10001
341,1,108,2025-02-23 00:00:00,-1,expiry,10001
342,1,134,2025-02-02 00:00:00,-1,expiry,10001
343,1,176,2025-02-12 00:00:00,-1,expiry,10001
344,1,59,2025-03-21 00:00:00,-1,employee_meal,10001
345,1,45,2025-02-24 00:00:00,-3,transfer_out,10001
346,1,28,2025-02-22 00:00:00,-3,damage,10001
347,1,45,2025-03-31 00:00:00,-1,expiry,10001
348,1,82,2024-11-21 00:00:00,-1,expiry,10001
349,1,48,2025-04-18 00:00:00,-1,damage,10001
350,1,77,2025-02-02 00:00:00,-2,transfer_out,10001
351,1,71,2025-02-24 00:00:00,-1,employee_meal,10001
352,1,151,2025-04-30 00:00:00,-3,damage,10001
353,1,129,2025-01-07 00:00:00,-2,damage,10001
354,1,58,2025-03-04 00:00:00,-1,expiry,10001
355,1,144,2025-04-15 00:00:00,-1,expiry,10001
356,1,136,2025-03-22 00:00:00,-2,transfer_out,10001
357,1,63,2025-03-23 00:00:00,-1,employee_meal,10001
358,1,167,2024-12-13 00:00:00,-2,expiry,10001
359,1,40,2024-12-22 00:00:00,-1,expiry,10001
360,1,81,2025-02-10 00:00:00,-1,expiry,10001
361,1,22,2025-01-31 00:00:00,-1,expiry,10001
362,1,54,2025-03-04 00:00:00,-1,transfer_out,10001
363,1,172,2024-11-24 00:00:00,-1,damage,10001
364,1,164,2025-02-21 00:00:00,-1,expiry,10001
365,2,59,2025-01-27 00:00:00,-2,damage,10002
366,2,113,2025-01-26 00:00:00,-1,transfer_out,10002
367,2,126,2025-02-17 00:00:00,-3,employee_meal,10002
368,2,94,2025-04-02 00:00:00,-1,damage,10002
369,2,193,2024-12-24 00:00:00,-1,other,10002
370,2,192,2024-12-19 00:00:00,-2,damage,10002
371,2,88,2024-11-02 00:00:00,-1,expiry,10002
372,2,148,2024-12-31 00:00:00,-1,damage,10002
373,2,27,2025-01-17 00:00:00,-1,damage,10002
374,2,44,2025-03-31 00:00:00,-1,expiry,10002
375,2,187,2025-01-15 00:00:00,-2,expiry,10002
376,2,9,2024-11-16 00:00:00,-1,damage,10002
377,2,54,2024-11-02 00:00:00,-2,damage,10002
378,2,60,2024-11-21 00:00:00,-1,expiry,10002
379,2,157,2025-02-25 00:00:00,-1,employee_meal,10002
380,2,83,2025-03-05 00:00:00,-1,expiry,10002
381,2,190,2025-01-14 00:00:00,-3,expiry,10002
382,2,130,2025-04-03 00:00:00,-1,transfer_out,10002
383,2,52,2025-01-05 00:00:00,-1,employee_meal,10002
384,2,118,2024-11-19 00:00:00,-3,damage,10002
385,2,1,2025-04-20 00:00:00,-2,damage,10002
386,2,126,2024-12-05 00:00:00,-1,damage,10002
387,2,55,2025-04-21 00:00:00,-2,damage,10002
388,2,187,2025-02-17 00:00:00,-1,damage,10002
389,2,171,2024-11-11 00:00:00,-1,expiry,10002
390,2,106,2025-02-15 00:00:00,-2,employee_meal,10002
391,2,73,2024-12-01 00:00:00,-1,transfer_out,10002
392,2,198,2024-11-25 00:00:00,-2,other,10002
393,2,40,2025-02-10 00:00:00,-1,damage,10002
394,2,112,2024-12-25 00:00:00,-1,transfer_out,10002
395,2,59,2025-02-14 00:00:00,-1,employee_meal,10002
396,2,59,2024-12-15 00:00:00,-1,employee_meal,10002
397,2,79,2025-02-28 00:00:00,-1,transfer_out,10002
398,2,188,2025-01-23 00:00:00,-3,employee_meal,10002
399,2,35,2024-12-23 00:00:00,-1,expiry,10002
400,2,192,2025-04-30 00:00:00,-1,expiry,10002
401,2,112,2025-04-12 00:00:00,-1,transfer_out,10002
402,2,70,2025-03-05 00:00:00,-1,employee_meal,10002
403,2,127,2024-11-19 00:00:00,-1,employee_meal,10002
404,2,35,2024-12-08 00:00:00,-6,expiry,10002
405,2,151,2025-01-08 00:00:00,-3,expiry,10002
406,2,118,2024-11-25 00:00:00,-2,damage,10002
407,2,70,2024-12-30 00:00:00,-1,damage,10002
408,2,136,2024-12-09 00:00:00,-1,expiry,10002
409,2,54,2024-11-15 00:00:00,-1,damage,10002
410,2,138,2024-12-09 00:00:00,-1,transfer_out,10002
411,2,183,2024-11-27 00:00:00,-2,damage,10002
412,2,162,2025-02-19 00:00:00,-1,employee_meal,10002
413,2,164,2025-03-30 00:00:00,-2,expiry,10002
414,2,41,2025-01-26 00:00:00,-1,transfer_out,10002
415,2,64,2025-01-02 00:00:00,-1,expiry,10002
416,2,153,2025-03-08 00:00:00,-2,damage,10002
417,2,170,2025-02-01 00:00:00,-1,other,10002
418,2,128,2025-03-22 00:00:00,-2,expiry,10002
419,2,135,2024-11-23 00:00:00,-1,transfer_out,10002
420,2,178,2025-01-19 00:00:00,-1,damage,10002
421,2,146,2025-04-29 00:00:00,-1,expiry,10002
422,2,178,2024-12-06 00:00:00,-1,damage,10002
423,2,149,2025-03-21 00:00:00,-1,damage,10002
424,2,24,2025-02-25 00:00:00,-1,damage,10002
425,2,21,2025-03-07 00:00:00,-1,damage,10002
426,2,22,2025-02-12 00:00:00,-2,expiry,10002
427,2,189,2025-01-10 00:00:00,-1,employee_meal,10002
428,2,81,2025-01-16 00:00:00,-1,employee_meal,10002
429,2,190,2025-02-03 00:00:00,-2,damage,10002
430,2,18,2025-04-01 00:00:00,-1,employee_meal,10002
431,2,15,2025-01-07 00:00:00,-1,damage,10002
432,2,197,2025-03-14 00:00:00,-1,expiry,10002
433,2,44,2024-11-14 00:00:00,-1,damage,10002
434,2,39,2025-02-27 00:00:00,-2,other,10002
435,2,94,2025-01-21 00:00:00,-1,employee_meal,10002
436,2,87,2024-12-30 00:00:00,-1,damage,10002
437,2,99,2024-12-19 00:00:00,-1,transfer_out,10002
438,2,34,2025-01-30 00:00:00,-1,damage,10002
439,2,93,2025-02-09 00:00:00,-2,employee_meal,10002
440,2,11,2024-12-16 00:00:00,-1,expiry,10002
441,2,9,2025-01-04 00:00:00,-1,expiry,10002
442,2,154,2025-01-12 00:00:00,-1,expiry,10002
443,2,43,2024-11-18 00:00:00,-3,other,10002
444,2,136,2024-11-29 00:00:00,-1,expiry,10002
445,2,3,2025-03-10 00:00:00,-2,employee_meal,10002
446,2,25,2025-03-25 00:00:00,-1,expiry,10002
447,2,18,2024-12-04 00:00:00,-2,transfer_out,10002
448,2,188,2024-12-23 00:00:00,-1,damage,10002
449,2,180,2024-12-31 00:00:00,-1,expiry,10002
450,2,37,2025-02-07 00:00:00,-1,other,10002
451,2,111,2025-04-13 00:00:00,-1,damage,10002
452,2,178,2025-04-19 00:00:00,-3,expiry,10002
453,2,192,2024-12-16 00:00:00,-3,transfer_out,10002
454,2,182,2025-04-15 00:00:00,-1,expiry,10002
455,2,190,2025-01-09 00:00:00,-3,transfer_out,10002
456,2,28,2024-12-19 00:00:00,-2,employee_meal,10002
457,2,96,2025-01-19 00:00:00,-1,other,10002
458,2,102,2024-12-05 00:00:00,-1,damage,10002
459,2,92,2025-04-28 00:00:00,-1,other,10002
460,2,8,2025-02-24 00:00:00,-6,transfer_out,10002
461,2,127,2025-03-11 00:00:00,-1,damage,10002
462,2,25,2024-12-11 00:00:00,-1,employee_meal,10002
463,2,165,2025-01-19 00:00:00,-2,other,10002
464,2,7,2025-03-28 00:00:00,-2,expiry,10002
465,2,167,2024-11-12 00:00:00,-2,expiry,10002
466,2,62,2025-01-26 00:00:00,-3,transfer_out,10002
467,2,67,2025-04-21 00:00:00,-2,transfer_out,10002
468,2,61,2025-01-20 00:00:00,-1,employee_meal,10002
469,2,37,2024-12-12 00:00:00,-1,damage,10002
470,2,120,2024-11-23 00:00:00,-1,damage,10002
471,2,188,2025-01-17 00:00:00,-3,damage,10002
472,2,65,2025-03-05 00:00:00,-2,expiry,10002
473,2,153,2025-03-26 00:00:00,-1,damage,10002
474,2,81,2025-01-13 00:00:00,-1,other,10002
475,2,19,2025-03-05 00:00:00,-1,damage,10002
476,2,95,2025-01-25 00:00:00,-1,employee_meal,10002
