shift_id,employee_id,store_id,shift_start_timestamp,shift_end_timestamp,shift_classification
217,20005,1,2024-12-25 05:00:00,2024-12-25 11:00:00,morning
218,20002,1,2024-12-25 11:00:00,2024-12-25 16:00:00,midday
219,20010,1,2024-12-25 16:00:00,2024-12-25 23:00:00,evening
220,20010,1,2024-12-25 23:00:00,2024-12-26 05:00:00,overnight
221,20002,1,2024-12-26 05:00:00,2024-12-26 11:00:00,morning
222,20007,1,2024-12-26 11:00:00,2024-12-26 16:00:00,midday
223,20002,1,2024-12-26 16:00:00,2024-12-26 23:00:00,evening
224,20012,1,2024-12-26 23:00:00,2024-12-27 05:00:00,overnight
225,20006,1,2024-12-27 05:00:00,2024-12-27 11:00:00,morning
226,20005,1,2024-12-27 11:00:00,2024-12-27 16:00:00,midday
227,20004,1,2024-12-27 16:00:00,2024-12-27 23:00:00,evening
228,20007,1,2024-12-27 23:00:00,2024-12-28 05:00:00,overnight
229,20008,1,2024-12-28 05:00:00,2024-12-28 11:00:00,morning
230,20004,1,2024-12-28 11:00:00,2024-12-28 16:00:00,midday
231,20001,1,2024-12-28 16:00:00,2024-12-28 23:00:00,evening
232,20001,1,2024-12-28 23:00:00,2024-12-29 05:00:00,overnight
233,20001,1,2024-12-29 05:00:00,2024-12-29 11:00:00,morning
234,20011,1,2024-12-29 11:00:00,2024-12-29 16:00:00,midday
235,20001,1,2024-12-29 16:00:00,2024-12-29 23:00:00,evening
236,20005,1,2024-12-29 23:00:00,2024-12-30 05:00:00,overnight
237,20004,1,2024-12-30 05:00:00,2024-12-30 11:00:00,morning
238,20009,1,2024-12-30 11:00:00,2024-12-30 16:00:00,midday
239,20003,1,2024-12-30 16:00:00,2024-12-30 23:00:00,evening
240,20007,1,2024-12-30 23:00:00,2024-12-31 05:00:00,overnight
241,20011,1,2024-12-31 05:00:00,2024-12-31 11:00:00,morning
242,20008,1,2024-12-31 11:00:00,2024-12-31 16:00:00,midday
243,20006,1,2024-12-31 16:00:00,2024-12-31 23:00:00,evening
244,20012,1,2024-12-31 23:00:00,2025-01-01 05:00:00,overnight
245,20010,1,2025-01-01 05:00:00,2025-01-01 11:00:00,morning
246,20001,1,2025-01-01 11:00:00,2025-01-01 16:00:00,midday
247,20008,1,2025-01-01 16:00:00,2025-01-01 23:00:00,evening
248,20010,1,2025-01-01 23:00:00,2025-01-02 05:00:00,overnight
249,20003,1,2025-01-02 05:00:00,2025-01-02 11:00:00,morning
250,20008,1,2025-01-02 11:00:00,2025-01-02 16:00:00,midday
251,20012,1,2025-01-02 16:00:00,2025-01-02 23:00:00,evening
252,20004,1,2025-01-02 23:00:00,2025-01-03 05:00:00,overnight
253,20008,1,2025-01-03 05:00:00,2025-01-03 11:00:00,morning
254,20011,1,2025-01-03 11:00:00,2025-01-03 16:00:00,midday
255,20001,1,2025-01-03 16:00:00,2025-01-03 23:00:00,evening
256,20003,1,2025-01-03 23:00:00,2025-01-04 05:00:00,overnight
257,20006,1,2025-01-04 05:00:00,2025-01-04 11:00:00,morning
258,20009,1,2025-01-04 11:00:00,2025-01-04 16:00:00,midday
259,20002,1,2025-01-04 16:00:00,2025-01-04 23:00:00,evening
260,20011,1,2025-01-04 23:00:00,2025-01-05 05:00:00,overnight
261,20001,1,2025-01-05 05:00:00,2025-01-05 11:00:00,morning
262,20010,1,2025-01-05 11:00:00,2025-01-05 16:00:00,midday
263,20003,1,2025-01-05 16:00:00,2025-01-05 23:00:00,evening
264,20004,1,2025-01-05 23:00:00,2025-01-06 05:00:00,overnight
265,20011,1,2025-01-06 05:00:00,2025-01-06 11:00:00,morning
266,20005,1,2025-01-06 11:00:00,2025-01-06 16:00:00,midday
267,20003,1,2025-01-06 16:00:00,2025-01-06 23:00:00,evening
268,20010,1,2025-01-06 23:00:00,2025-01-07 05:00:00,overnight
269,20011,1,2025-01-07 05:00:00,2025-01-07 11:00:00,morning
270,20002,1,2025-01-07 11:00:00,2025-01-07 16:00:00,midday
271,20002,1,2025-01-07 16:00:00,2025-01-07 23:00:00,evening
272,20007,1,2025-01-07 23:00:00,2025-01-08 05:00:00,overnight
273,20009,1,2025-01-08 05:00:00,2025-01-08 11:00:00,morning
274,20010,1,2025-01-08 11:00:00,2025-01-08 16:00:00,midday
275,20002,1,2025-01-08 16:00:00,2025-01-08 23:00:00,evening
276,20007,1,2025-01-08 23:00:00,2025-01-09 05:00:00,overnight
277,20007,1,2025-01-09 05:00:00,2025-01-09 11:00:00,morning
278,20011,1,2025-01-09 11:00:00,2025-01-09 16:00:00,midday
279,20007,1,2025-01-09 16:00:00,2025-01-09 23:00:00,evening
280,20003,1,2025-01-09 23:00:00,2025-01-10 05:00:00,overnight
281,20012,1,2025-01-10 05:00:00,2025-01-10 11:00:00,morning
282,20007,1,2025-01-10 11:00:00,2025-01-10 16:00:00,midday
283,20001,1,2025-01-10 16:00:00,2025-01-10 23:00:00,evening
284,20010,1,2025-01-10 23:00:00,2025-01-11 05:00:00,overnight
285,20001,1,2025-01-11 05:00:00,2025-01-11 11:00:00,morning
286,20005,1,2025-01-11 11:00:00,2025-01-11 16:00:00,midday
287,20002,1,2025-01-11 16:00:00,2025-01-11 23:00:00,evening
288,20009,1,2025-01-11 23:00:00,2025-01-12 05:00:00,overnight
289,20007,1,2025-01-12 05:00:00,2025-01-12 11:00:00,morning
290,20004,1,2025-01-12 11:00:00,2025-01-12 16:00:00,midday
291,20004,1,2025-01-12 16:00:00,2025-01-12 23:00:00,evening
292,20002,1,2025-01-12 23:00:00,2025-01-13 05:00:00,overnight
293,20005,1,2025-01-13 05:00:00,2025-01-13 11:00:00,morning
294,20004,1,2025-01-13 11:00:00,2025-01-13 16:00:00,midday
295,20012,1,2025-01-13 16:00:00,2025-01-13 23:00:00,evening
296,20001,1,2025-01-13 23:00:00,2025-01-14 05:00:00,overnight
297,20012,1,2025-01-14 05:00:00,2025-01-14 11:00:00,morning
298,20008,1,2025-01-14 11:00:00,2025-01-14 16:00:00,midday
299,20003,1,2025-01-14 16:00:00,2025-01-14 23:00:00,evening
300,20006,1,2025-01-14 23:00:00,2025-01-15 05:00:00,overnight
301,20004,1,2025-01-15 05:00:00,2025-01-15 11:00:00,morning
302,20009,1,2025-01-15 11:00:00,2025-01-15 16:00:00,midday
303,20007,1,2025-01-15 16:00:00,2025-01-15 23:00:00,evening
304,20009,1,2025-01-15 23:00:00,2025-01-16 05:00:00,overnight
305,20010,1,2025-01-16 05:00:00,2025-01-16 11:00:00,morning
306,20003,1,2025-01-16 11:00:00,2025-01-16 16:00:00,midday
307,20001,1,2025-01-16 16:00:00,2025-01-16 23:00:00,evening
308,20005,1,2025-01-16 23:00:00,2025-01-17 05:00:00,overnight
309,20003,1,2025-01-17 05:00:00,2025-01-17 11:00:00,morning
310,20006,1,2025-01-17 11:00:00,2025-01-17 16:00:00,midday
311,20008,1,2025-01-17 16:00:00,2025-01-17 23:00:00,evening
312,20011,1,2025-01-17 23:00:00,2025-01-18 05:00:00,overnight
313,20004,1,2025-01-18 05:00:00,2025-01-18 11:00:00,morning
314,20005,1,2025-01-18 11:00:00,2025-01-18 16:00:00,midday
315,20005,1,2025-01-18 16:00:00,2025-01-18 23:00:00,evening
316,20004,1,2025-01-18 23:00:00,2025-01-19 05:00:00,overnight
317,20004,1,2025-01-19 05:00:00,2025-01-19 11:00:00,morning
318,20004,1,2025-01-19 11:00:00,2025-01-19 16:00:00,midday
319,20004,1,2025-01-19 16:00:00,2025-01-19 23:00:00,evening
320,20004,1,2025-01-19 23:00:00,2025-01-20 05:00:00,overnight
321,20005,1,2025-01-20 05:00:00,2025-01-20 11:00:00,morning
322,20002,1,2025-01-20 11:00:00,2025-01-20 16:00:00,midday
323,20002,1,2025-01-20 16:00:00,2025-01-20 23:00:00,evening
324,20009,1,2025-01-20 23:00:00,2025-01-21 05:00:00,overnight
325,20002,1,2025-01-21 05:00:00,2025-01-21 11:00:00,morning
326,20006,1,2025-01-21 11:00:00,2025-01-21 16:00:00,midday
327,20002,1,2025-01-21 16:00:00,2025-01-21 23:00:00,evening
328,20005,1,2025-01-21 23:00:00,2025-01-22 05:00:00,overnight
329,20004,1,2025-01-22 05:00:00,2025-01-22 11:00:00,morning
330,20012,1,2025-01-22 11:00:00,2025-01-22 16:00:00,midday
331,20007,1,2025-01-22 16:00:00,2025-01-22 23:00:00,evening
332,20007,1,2025-01-22 23:00:00,2025-01-23 05:00:00,overnight
333,20006,1,2025-01-23 05:00:00,2025-01-23 11:00:00,morning
334,20010,1,2025-01-23 11:00:00,2025-01-23 16:00:00,midday
335,20005,1,2025-01-23 16:00:00,2025-01-23 23:00:00,evening
336,20001,1,2025-01-23 23:00:00,2025-01-24 05:00:00,overnight
337,20012,1,2025-01-24 05:00:00,2025-01-24 11:00:00,morning
338,20003,1,2025-01-24 11:00:00,2025-01-24 16:00:00,midday
339,20009,1,2025-01-24 16:00:00,2025-01-24 23:00:00,evening
340,20001,1,2025-01-24 23:00:00,2025-01-25 05:00:00,overnight
341,20005,1,2025-01-25 05:00:00,2025-01-25 11:00:00,morning
342,20002,1,2025-01-25 11:00:00,2025-01-25 16:00:00,midday
343,20004,1,2025-01-25 16:00:00,2025-01-25 23:00:00,evening
344,20011,1,2025-01-25 23:00:00,2025-01-26 05:00:00,overnight
345,20001,1,2025-01-26 05:00:00,2025-01-26 11:00:00,morning
346,20003,1,2025-01-26 11:00:00,2025-01-26 16:00:00,midday
347,20010,1,2025-01-26 16:00:00,2025-01-26 23:00:00,evening
348,20007,1,2025-01-26 23:00:00,2025-01-27 05:00:00,overnight
349,20010,1,2025-01-27 05:00:00,2025-01-27 11:00:00,morning
350,20003,1,2025-01-27 11:00:00,2025-01-27 16:00:00,midday
351,20004,1,2025-01-27 16:00:00,2025-01-27 23:00:00,evening
352,20002,1,2025-01-27 23:00:00,2025-01-28 05:00:00,overnight
353,20003,1,2025-01-28 05:00:00,2025-01-28 11:00:00,morning
354,20009,1,2025-01-28 11:00:00,2025-01-28 16:00:00,midday
355,20003,1,2025-01-28 16:00:00,2025-01-28 23:00:00,evening
356,20011,1,2025-01-28 23:00:00,2025-01-29 05:00:00,overnight
357,20005,1,2025-01-29 05:00:00,2025-01-29 11:00:00,morning
358,20002,1,2025-01-29 11:00:00,2025-01-29 16:00:00,midday
359,20004,1,2025-01-29 16:00:00,2025-01-29 23:00:00,evening
360,20012,1,2025-01-29 23:00:00,2025-01-30 05:00:00,overnight
361,20007,1,2025-01-30 05:00:00,2025-01-30 11:00:00,morning
362,20007,1,2025-01-30 11:00:00,2025-01-30 16:00:00,midday
363,20012,1,2025-01-30 16:00:00,2025-01-30 23:00:00,evening
364,20003,1,2025-01-30 23:00:00,2025-01-31 05:00:00,overnight
365,20005,1,2025-01-31 05:00:00,2025-01-31 11:00:00,morning
366,20001,1,2025-01-31 11:00:00,2025-01-31 16:00:00,midday
367,20010,1,2025-01-31 16:00:00,2025-01-31 23:00:00,evening
368,20010,1,2025-01-31 23:00:00,2025-02-01 05:00:00,overnight
369,20010,1,2025-02-01 05:00:00,2025-02-01 11:00:00,morning
370,20011,1,2025-02-01 11:00:00,2025-02-01 16:00:00,midday
371,20001,1,2025-02-01 16:00:00,2025-02-01 23:00:00,evening
372,20005,1,2025-02-01 23:00:00,2025-02-02 05:00:00,overnight
373,20010,1,2025-02-02 05:00:00,2025-02-02 11:00:00,morning
374,20009,1,2025-02-02 11:00:00,2025-02-02 16:00:00,midday
375,20001,1,2025-02-02 16:00:00,2025-02-02 23:00:00,evening
376,20001,1,2025-02-02 23:00:00,2025-02-03 05:00:00,overnight
377,20004,1,2025-02-03 05:00:00,2025-02-03 11:00:00,morning
378,20004,1,2025-02-03 11:00:00,2025-02-03 16:00:00,midday
379,20002,1,2025-02-03 16:00:00,2025-02-03 23:00:00,evening
380,20009,1,2025-02-03 23:00:00,2025-02-04 05:00:00,overnight
381,20009,1,2025-02-04 05:00:00,2025-02-04 11:00:00,morning
382,20002,1,2025-02-04 11:00:00,2025-02-04 16:00:00,midday
383,20009,1,2025-02-04 16:00:00,2025-02-04 23:00:00,evening
384,20006,1,2025-02-04 23:00:00,2025-02-05 05:00:00,overnight
